species,NCBI_taxonomy_ID,percent present,mean reads,total reads
Bacillus_halotolerans,260554,3.522205206738127,1.0349584022753842,2027.4835100574774
Bacillus_haynesii,1925021,0.10209290454313846,0.011640126587233273,22.803007984389982
Bacillus_inaquosorum,483913,0.40837161817253165,0.03534177189729997,69.23453114681064
Bacillus_infantis,324767,2.9606942317508933,0.21541050612421958,421.9891814973462
Bacillus_lacisalsi,2045244,2.450229709035223,0.3302659571127091,646.9910099837972
Bacillus_licheniformis,1402,4.0837161817253715,0.8591841397282063,1683.1417297275561
Bacillus_luti,2026191,2.297090352220521,1.7113367595359912,3352.508711931007
Bacillus_methanolicus,1471,6.891271056661563,1.0078859284101547,1974.448533755493
Bacillus_mobilis,2026190,0.10209290454313846,1.899482520711652,3721.086258074126
Bacillus_mojavensis,72360,1.1230219499744787,0.21456013028344392,420.32329522526663
Bacillus_mycoides,1405,61.76620724859623,12.63764895523285,24757.15430330115
Bacillus_nakamurai,1793963,3.9816232771822335,0.6151320039031809,1205.0435956463314
Bacillus_nitratireducens,2026193,0.9188361408882129,0.5925211302087714,1160.748894078983
Bacillus_oleivorans,1448271,36.60030627871363,3.498007947326808,6852.597568813217
Bacillus_pacificus,2026187,0.5615109749872338,0.20558824494767597,402.7473718524972
Bacillus_paralicheniformis,1648923,72.33282286881062,9.771110492578723,19141.60545496172
Bacillus_paranthracis,2026186,2.1949974476773826,1.6008203570588146,3136.0070794782177
Bacillus_pseudomycoides,64104,9.545686574783051,1.9304588752661225,3781.7689366463337
Bacillus_pumilus,1408,4.543134252169478,0.49216620129392746,964.1535883348039
Bacillus_rugosus,2715209,0.7146503318019359,0.14165808472175775,277.5081879699234
Bacillus_safensis,561879,4.236855538540074,1.2758660698350213,2499.4216308068067
Bacillus_shivajii,1983719,4.645227156712606,0.659085717113333,1291.1489198250192
Bacillus_siamensis,659243,0.35732516590096797,0.02360860190118122,46.24925112441401
Bacillus_smithii,1479,4.236855538540074,0.7550904167047482,1479.2221263246017
Bacillus_solimangrovi,1305675,3.8284839203675314,0.5959830614803265,1167.5308174399597
Bacillus_sonorensis,119858,0.05104645227156368,0.00713232157825688,13.972217971805229
Bacillus_sp. 1NLA3E,666686,6.533945890760595,2.3869285590227247,4675.9930471255175
Bacillus_sp. 3a,580459,0.10209290454313846,0.01880692306803759,36.842762290285634
Bacillus_sp. 491mf,1761755,5.257784583971414,1.0606572629010023,2077.8275780230633
Bacillus_sp. 7586-K,2021690,6.993363961204702,0.8073119733359847,1581.524155765194
Bacillus_sp. 7884-1,2021693,4.134762633996935,0.5955119767423341,1166.6079624382326
Bacillus_sp. 7D3,2851015,0.10209290454313846,0.09904600123173884,194.0311164129764
Bacillus_sp. A260,2660750,0.8167432363450744,0.07877644081653855,154.32304755959902
Bacillus_sp. ABP14,1892404,0.3062787136294043,0.45339145811751663,888.193866452215
Bacillus_sp. AFS015802,2033486,4.032669729453808,0.6312382482880098,1236.5957283962111
Bacillus_sp. AFS018417,2033491,5.666156202143946,1.0684128649839668,2093.020802503591
Bacillus_sp. AFS040349,2033502,5.870342011230223,0.5164539192658709,1011.7332278418411
Bacillus_sp. AFS041924,2033503,6.023481368044925,0.9745477112899253,1909.1389664169637
Bacillus_sp. AFS073361,2033511,3.93057682491067,0.46702036939633657,914.8929036474233
Bacillus_sp. B-jedd,1476857,5.053598774885149,0.7604301880274619,1489.6827383457978
Bacillus_sp. B25(2016b),1868655,0.20418580908626582,0.07226634752684857,141.56977480509636
Bacillus_sp. BD59S,2499213,0.2552322613578406,0.2270286756706367,444.7491756387773
Bacillus_sp. BS98,2608254,0.05104645227156368,0.00547959658082623,10.734529701838584
Bacillus_sp. CHD6a,1643452,3.0627871362940318,0.27049822671122953,529.9060261272987
Bacillus_sp. CMF12,2884834,8.984175599795819,2.795867269505427,5477.103980961132
Bacillus_sp. CMF21,2884832,4.389994895354777,1.2961349906115056,2539.1284466079396
Bacillus_sp. COPE52,2233998,1.4803471158754467,0.5057350521915572,990.7349672432606
Bacillus_sp. CRB-7,2874284,0.05104645227156368,0.012055112477817705,23.615965344044884
Bacillus_sp. Cs-700,2589818,1.429300663603883,0.2124338919129905,416.1579942575484
Bacillus_sp. DU-106,2080759,0.10209290454313846,0.008944515206567649,17.522305289666022
Bacillus_sp. F19,2884833,2.0418580908626804,0.14288825645350883,279.9180943924238
Bacillus_sp. FDAARGOS_235,1839798,0.10209290454313846,0.0397218880638536,77.8151787170892
Bacillus_sp. FDAARGOS_527,2576356,0.05104645227156368,0.014612257548869944,28.625412538236223
Bacillus_sp. FJAT-18017,1705566,3.6753445635528292,0.582141084581905,1140.414384695952
Bacillus_sp. FJAT-22090,1581038,3.6242981112812656,0.38048009305406993,745.360502292923
Bacillus_sp. FJAT-26390,1743142,4.95150587034201,0.9347060391430004,1831.089130681138
